Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
Trolls Food Heroes,5,0,,,https://trello.com/b/Y5pkM2PT/trollsfoodheroes-campaign-digital-assets,Add by Hongyi,"On Friday, 19 November, the UN (DGC), FAO, the UN Foundation, along with DreamWorks Animation launches a global digital campaign featuring the characters from the Trolls movie franchise Trolls and Trolls World Tour."," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,6136,,Information media and telecommunications,
World Bank - IMF Annual Meetings + End Poverty Day,5,0,,,https://trello.com/b/kXMzadl2/annual-meetings-2021,Add by Hongyi,"It is a virtual Annual Meetings event where they discussed how to achieve a green, resilient, and inclusive recovery from the pandemic and how to prepare for future crises.
The sharing wbesite was also established to provide the information of the meeting."," 1, 2",1,6137,,Information media and telecommunications,
International Day of Rural Women - UN Women,5,0,,,https://trello.com/b/dBdEjpGk/international-day-of-rural-women,Add by Hongyi,"15 October is the International Day of RuralWomen and this year’s theme is “Rural Women Cultivating Good Food for All,” following the historic first UN Food System Summit held in September 2021. ",2,1,6138,,Accommodation and food services,
UN Biodiversity Conference,5,0,,,https://trello.com/b/0n5fUAE5/cop-15-post-2020-global-biodiversity-framework,Add by Hongyi,This meeting will provide political momentum for the development of the post2020 global biodiversity framework.,"12, 13, 14, 15",1,6139,,Public administration and safety,
UN Global Transport Conference,5,0,,,"https://www.un.org/sites/un2.un.org/files/second_un_global_sustainable_transport_conference_information_note_1609_1.pdf
https://trello.com/b/L0dvY7gs/un-sustainable-transport-conference-14-to-16-october-2021",Add by Hongyi,"The theme of the Conference will be “Sustainable Transport, Sustainable Development.” It will focus attention on the opportunities, challenges and solutions towards achieving sustainable transport worldwide, and indicate a way forward for sustainable transport to help achieve the objectives of the 2030 Agenda for Sustainable Development and the Paris Agreement on climate change in the Decade of Action to Deliver the SDGs."," 7, 8 ,9, 11 , 12 ,13",1,6140,,"Transport, postal and warehousing",
3rd WHO Health for All Film Festival - Call for Entries + jury composition ,5,0,,,https://www.who.int/initiatives/the-health-for-all-film-festival,Add by Hongyi,"Films are a powerful way to raise awareness, improve understanding and encourage action so that this festival aims to contribute to health promotion and education about health.
The WHO Health for All Film Festival invites independent filmmakers, production companies, public institutions, NGOs, communities, students, and film schools from around the world to submit their original short films on health. The festival's aim is to recruit a new generation of film and video innovators to champion and promote global health issues.",3,1,6141,,Information media and telecommunications,
Race to Zero,5,0,,,https://racetozero.unfccc.int/heres-how-we-get-net-zero-right/,Add by Hongyi,"Race to Zero: is a global campaign to rally leadership and support from businesses, cities, regions, investors for a healthy, resilient, zero carbon recovery that prevents future threats, creates decent jobs, and unlocks inclusive, sustainable growth.
All members are committed to the same overarching goal: achieving net zero emissions by 2050 at the very latest."," 11, 13",1,6142,,Public administration and safety,
Global Biodiversity Framework,5,0,,,https://www.cbd.int/conferences/post2020,Add by Hongyi,"This board is meant to support social media activity related to the UN Biodiversity Conference (#COP15) as well as the development of the post-2020 global biodiversity framework.
This is a sharing platform that encourages the masses to share the information related to the UN Biodiversity Conference on social media."," 12, 13, 14, 15",1,6143,,Public administration and safety,
ActNow,5,1,,,"https://www.un.org/actnow
https://trello.com/b/bK5ioIoO/actnow-the-uns-climateaction-campaign",Add by Hongyi,"ActNow is the United Nations campaign for individual action on climate change and sustainability.
The ActNow campaign was launched at the UN Climate Change Conference (COP 24) in December 2018, with a call from Sir David Attenborough in conjunction with the award-winning “People’s Seat” initiative.
The campaign has been embraced by influencers on social media, by leading chefs sharing sustainable recipes and hacks, and by companies engaging their employees and customers.",13,1,6144,,Information media and telecommunications,
World Bicycle Day,6,0,,,https://www.un.org/en/observances/bicycle-day,Add by Hongyi,"World Bicycle Day draws attention to the benefits of using the bicycle — a simple, affordable, clean and environmentally fit sustainable means of transportation. The bicycle contributes to cleaner air and less congestion and makes education, health care and other social services more accessible to the most vulnerable populations. A sustainable transport system that promotes economic growth, reduces inequalities while bolstering the fight against climate change is critical to achieving the Sustainable Development Goals."," 3, 10, 11, 13",1,6145,,Public administration and safety,1
World Environment Day,6,0,,,https://www.un.org/en/observances/environment-day,Add by Hongyi,"World Environment Day is celebrated every year on June 5 to raise awareness and generate action on a pressing environmental issue. The Day offers an opportunity to reflect on accomplishments and renew our resolve in overcoming the environmental challenges facing the world today. Held annually since 1974, World Environment Day is a vital platform for promoting progress on the environmental dimensions of the Sustainable Development Goals. Governments, major corporations, non-governmental organizations, local communities, celebrities and citizens around the world adopt the World Environment Day brand and participate in celebrations every year in support of the environment.",13,1,6146,,Public administration and safety,1
World Oceans Day,6,0,,,https://www.un.org/en/observances/oceans-day,Add by Hongyi,"World Oceans Day reminds every one of the major role the oceans have in everyday life. They are the lungs of our Planet and a major source of food and medicine and a critical part of the biosphere.
The purpose of the Day is to inform the public of the impact of human actions on the ocean, develop a worldwide movement of citizens for the ocean, and mobilize and unite the world’s population on a project for the sustainable management of the world's oceans.",14,1,6147,,Public administration and safety,
Donate Does NOW - COVID-19 Vaccine Dose Sharing,5,0,,,https://weshare.unicef.org/Package/2AMZIFHD6LD7,Add by Hongyi,"UNICEF is calling on wealthy countries to collectively commit to sharing available COVID-19 vaccines now. Sharing doses over the next few weeks will allow COVAX to distribute vaccines to the world’s lower income countries as quickly as possible. Only together can we ensure vaccines are available to people in all countries, and not just the privileged few.",3,1,6148,,Health care and social assistance,
Protection Campaign,5,0,,,https://www.stimson.org/2022/protecting-those-who-protect-human-rights-opportunities-and-risks-for-action-at-the-un/,Add by Hongyi,"this campaign ensures that young people can safely exercise their human rights without risk of threats and reprisals, especially their rights to freedom of expression, association and peaceful assembly, which are enshrined in various human rights instruments."," 10 , 16",1,6149,,Apply to all organizations,1
Youth4Peace,5,0,,,"https://www.youth4peace.info/homepage
https://trello.com/b/SFejRdeC/protection-campaign-june-july-2021",Add by Hongyi,"This is a 6-week campaign, led by UNOY Peacebuilders in collaboration with the UN Youth Envoy's Office (OSGEY) within the GCYPS Communications WG. The primary goal is to raise awareness around threats and challenges young people face in civic space, as well as build momentum towards the launch of the first-ever global report on this topic, commissioned by OSGEY. The content of this campaign is drawn directly from the report.","4, 8, 10",1,6150,,Public administration and safety,
the Generation Equality Forum,5,0,,,"https://trello.com/b/FRK0vKhT/generation-equality-forum-paris
https://forumgenerationegalite.fr/en/get-involved/register",Add by Hongyi,"The Generation Equality Forum is a global gathering for gender equality, convened by UN Women and co-hosted by the Governments of Mexico and France together with civil society and youth.
The Forum will bring together people from civil society, youth organizations, academia, governments, businesses, cities, parliaments, trade unions, media and more.","5, 10",1,6151,,Apply to all organizations,
Good Food For All,5,0,,,"https://trello.com/b/WYRIO5jo/good-food-for-all
https://www.un.org/en/food-systems-summit",Add by Hongyi,"Adopted as the public campaign for the 2021 UN Food Systems Summit (UNFSS), Good Food For All aims to shift from a technical discussion to a focus on food, driving thinking and action around food as a solution to drive prosperity for people and the planet now, that everyone, everywhere can join.",2,1,6152,,Accommodation and food services,
CULTURE AND SUSTAINABLE DEVELOPMENT,5,0,,,https://media.un.org/en/webtv/,Add by Hongyi,"This event, which will be held on Friday 21 May 2021, the World Day for Cultural Diversity for Dialogue and Development, will highlight the resilient and transformative role of culture as an accelerator of SDG implementation, as well as the challenges within the cultural and creative industries and the broader cultural ecosystem that were exposed and exacerbated by the COVID-19 crisis.","10, 11",1,6153,,Apply to all organizations,
Generation Equality Forum: March & June,5,0,,,https://www.unwomen.org/en/news/stories/2021/2/announcer-generation-equality-film-festival-open-for-submissions,Add by Hongyi,"The Generation Equality Forum will kick off in Mexico and bring together governments, corporations and change makers of all ages and genders to define and announce ambitious gender equality investments and commitments. There will be a Generation Equality Film Festival during the Forum.","4, 10",1,6154,,Apply to all organizations,
International Girls in ICT Day,5,0,,,https://www.itu.int/women-and-girls/girls-in-ict/international-girls-in-ict-day-2021/,Add by Hongyi,"This year the United Nations will mark the 10th anniversary of the international day, stressing that girls in ICTs have a positive impact to create a meaningful shift in the gender gap, as well as help shape the future in a post-COVID era.","5, 10",1,6155,,Apply to all organizations,
International Day for the Elimination of Sexual Violence in Conflict,5,0,,,https://www.un.org/en/observances/end-sexual-violence-in-conflict-day,Add by Hongyi,"Every year, the international day serves as a reminder that we must combat impunity for sexual violence, which has been further obscured by the pandemic, and protect the survivors of such heinous war crimes. As in previous years, the message often focuses on placing survivors at the centre of response, holding perpetrators accountable, and expanding support for people facing such heinous crimes.","5, 10",1,6156,,Apply to all organizations,
International Widow’s Day,5,0,,,https://www.un.org/en/observances/widows-day,Add by Hongyi,"According to the United Nations, there are an estimated 258 million widows around the world, and nearly one in ten live in extreme poverty. Many widowed women face stigma, discrimination and destitution, and are often denied inheritance and rights to property. The day draws attention to the voices and plight of widows, calling for the recognition of their full rights.","5, 10",1,6157,,Apply to all organizations,
International Equal Pay Day,5,0,,,https://www.un.org/en/observances/equal-pay-day/messages,Add by Hongyi,"Why do we need an International Equal Pay Day? Today, women make only 77 cents for every dollar earned by men. As we recover from the pandemic, which has exacerbated the global gender pay gap, the day will focus on the necessary steps needed to ensure equal recognition and pay is at the heart of recovery efforts worldwide.","5, 10",1,6158,,Apply to all organizations,
International Day of the Girl Child,5,0,,,https://www.un.org/en/observances/girl-child-day,Add by Hongyi,"Ten years ago, the UN General Assembly established the international day to recognize girls’ rights and the unique challenges they face around the world. Every year, UNICEF launches an annual campaign with girls to amplify their voices and stand up for their rights.","5, 10",1,6159,,Apply to all organizations,
"UN Security Council Meeting on Women, Peace and Security",5,0,,,https://www.unwomen.org/en/what-we-do/peace-and-security/un-security-council,Add by Hongyi,"Every year, the UN Security Council holds a open debate on Women, Peace and Security – linking gender equality to the maintenance of international peace and security. Over the years, progress on engaging women in peace processes has been slow, although the evidence is clear: involving women in negotiations has led to peace agreements more likely to last 15 years or longer.","5, 10",1,6160,,Apply to all organizations,
International Day for the Elimination of Violence against Women,5,0,,,https://www.un.org/en/observances/ending-violence-against-women-day,Add by Hongyi,"Since the start of lockdowns due to the pandemic, violence against women, especially domestic violence, has intensitfied. In some countries, calls to helplines have increased five-fold, says UN Women.
The international day also marks the launch of 16 Days of Activism that will conclude on Human Rights Day (10 December). Every year, iconic buildings and landmarks will be lit in orange – the colour of the UN campaign on ending violence against women called UNiTE by 2030 to End Violence against Women campaign.","5, 10",1,6161,,Apply to all organizations,
VForVaccinated – A Vaccine Confidence Campaign ,5,0,,,https://www.un.org/sustainabledevelopment/goal-of-the-month-february-2021/,Add by Hongyi,"UNICEF recently launched V For Vaccinated, a global social media vaccine confidence campaign.
UNICEF is calling on people to post a picture of themselves holding up the v-sign after they’ve been vaccinated - along with a message on why the vaccination is important to them.",3,1,6162,,Health care and social assistance,
World Day of Social Justice,5,0,,,https://www.un.org/en/observances/social-justice-day,Add by Hongyi,"On the World Day of Social Justice, help us to amplify the call for action for greater equality in the world.",10,1,6163,,Apply to all organizations,
Commission on Social Development,5,0,,,https://www.un.org/development/desa/dspd/united-nations-commission-for-social-development-csocd-social-policy-and-development-division/csocd59.html,Add by Hongyi,"The two-week long annual session of the UN Commission will look at how digital technologies can be harnessed to support human development, now more than ever.","3, 9",1,6164,,Professional services,
Commission on the Status of Women,5,0,,,https://trello.com/b/5zuLFXZ1/generation-equality,Add by Hongyi,The annual Commission on the Status of Women (CSW) will focus on the need for women's full and effective participation and decision-making in public life. UN Women also plans to convene its Generation Equality Forum which will take stock of progress and chart the way forward to realize gender equality before 2030. The global multistakeholder gathering will kick-off in Mexico City from 29 to 31 March and culminate in Paris in June,"5, 10",1,6165,,Apply to all organizations,
UN Biodiversity Conference,5,0,,,https://www.unep.org/events/conference/un-biodiversity-conference-cop-15,Add by Hongyi,"The UN Biodiversity Conference will be a critical opportunity to negotiate and adopt a new global biodiversity framework - that can advance progress on the conservation, restoration, and sustainable and equitable use of biodiversity. It will also highlight the importance of placing nature-based solutions at the heart of the global development agenda.","14, 15",1,6166,,Public administration and safety,
Ocean Conference,5,0,,,https://trello.com/b/qW96grxN/2022-un-ocean-conference,Add by Hongyi,"The Ocean Conference will be a call for action - urging global leaders and all decision-makers to boost ambition, mobilize partnerships and increase investment in science-driven and innovative approaches as well as employ nature-based solutions to reverse the decline in ocean health.",14,1,6167,,Public administration and safety,
Sustainable Transport Conference,5,0,,,https://www.un.org/en/conferences/transport2021,Add by Hongyi,"The second conference on sustainable transportation, convened by the UN Secretary-General and originally scheduled for 2020, will allow global leaders to make bold and innovative steps in rethinking transport systems from design, technology, road safety to consumption patterns. It will strengthen commitments for greater investment in greener, more sustainable transport systems.","1, 7, 11, 9, ",1,6168,,"Transport, postal and warehousing",
Food Systems Summit,5,0,,,https://www.un.org/en/food-systems-summit,Add by Hongyi,"The Summit and its ongoing Dialogues highlight the fact that we all must work together to transform the way the world produces, consumes and thinks about food. It is a summit for everyone everywhere – a people’s summit. It is also a solutions summit that will require everyone to take action to transform the world’s food systems.","2, 3, 6, 9, 12, 7",1,6169,,Accommodation and food services,
High-level Dialogue on Energy,5,0,,,https://www.un.org/en/conferences/energy2021,Add by Hongyi,"The first global gathering on energy since the UN Conference on New and Renewable Sources of Energy in 1981 aims to catalyze innovative solutions, investments and multi-stakeholder partnerships in support of the Sustainable Development Goals and Paris Agreement on Climate Change.","7, 11, 12, 9, 3",1,6170,,"Electricity, gas, water and waste services",
UN Climate Change Conference,5,0,,,https://ukcop26.org/,Add by Hongyi,"COP26 will be a key moment for the implementation of the Paris Agreement on Climate Change, which was adopted at COP21 and every five years requires parties to present more ambitious nationally determined contributions to cutting greenhouse-gas emissions. Hosted by the UK in Glasgow, the conference will review progress made toward net zero emissions, and accelerate further action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.","3, 13, 14, 15",1,6171,,Apply to all organizations,
World AIDS Day,5,0,,,https://www.unaids.org/en/World_AIDS_Day,Add by Hongyi,"Every year, World AIDS Day calls for support for people living with and affected by HIV, and for remembering those who lost their lives to AIDS. As we mark the day during the devastating COVID-19 pandemic, we have an opportunity to reflect on the importance of “Global Solidarity, Shared Responsibility.”",3,1,6172,,Health care and social assistance,
UN Conference on Disabilities,5,0,,,https://www.un.org/development/desa/disabilities/conference-of-states-parties-to-the-convention-on-the-rights-of-persons-with-disabilities-2/cosp13.html,Add by Hongyi,"13th session of the Conference of States Parties to the CRPD (30 November, 1 and 3 December 2020): is considered one of the world’s largest events focusing on disability issues. It will particularly look at the rights and needs of older people with disabilities as well as the opportunity for all persons with disabilities to live, work and thrive in inclusive and accessible environments.
The event will also mark the International Day of Persons with Disabilities on 3 December under the theme, “Building Back Better: toward a disability-inclusive, accessible and sustainable post COVID-19 World.”","3, 4, 5, 8, 10, 11",1,6173,,"	Professional services",
World Soil Day,5,0,,,https://www.fao.org/world-soil-day/en/,Add by Hongyi,"World Soil Day 2020 (#WorldSoilDay) and its campaign ""Keep soil alive, Protect soil biodiversity"" aims to raise awareness of the importance of maintaining healthy ecosystems and human well-being by addressing the growing challenges in soil management, fighting soil biodiversity loss, increasing soil awareness and encouraging governments, organizations, communities and individuals around the world to commit to proactively improving soil health.","2, 3, 6, 12, 13, 15",1,6174,,"	Agriculture, forestry and fishing",
Climate Ambition Summit,5,0,,,https://trello.com/b/Ll2VyfTY/climate-ambition-summit,Add by Hongyi,"On Saturday, 12 December, we will have a special event to mark the five-year anniversary of the adoption of the Paris Agreement on climate change. Co-hosted by the SG, the UK and France, and in partnership with Chile and Italy, the Climate Ambition Summit will bring together world leaders, and leaders of non-state actors, who will demonstrate new, enhanced ambition. The event, which will be virtual, will set the tone for our drive to increase action and ambition as we move toward COP26.","1, 2, 3, 4, 12, 13",1,6175,,Apply to all organizations,
Climate Action Superheroes,5,0,,,https://trello.com/b/tMuQ5eEi/climate-superheroes,Add by Hongyi,Empowering children to be heroic leaders for change and believe in the impact they can have on the planet is crucial. Our Climate Action Superheroes aim to engage and educate children on how to get involved with the Sustainable Development Goals. Each of the missions has downloadable content including activities to be done by the child with the help of an adult.,"1, 2, 3, 4, 12, 13",1,6176,,Education and training,
Human Rights Day,5,0,,,"https://trello.com/b/WWGexSik/human-rights-day-2020-recover-better-stand-up-for-human-rights
https://www.un.org/en/observances/human-rights-day",Add by Hongyi,"This year’s Human Rights Day, to be marked under the theme “Recover Better – Stand Up for Human Rights,” will focus on how human rights need to be at the heart of COVID-19 recovery efforts. It will be an opportunity to advocate for equal opportunities for all, address the failures exposed and exploited by COVID-19, and apply human rights standards to tackle entrenched, systematic, and intergenerational inequalities, exclusion and discrimination.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16",1,6177,,Apply to all organizations,
International Universal Health Coverage Day,5,0,,,"https://universalhealthcoverageday.org/
https://www.un.org/en/observances/universal-health-coverage-day",Add by Hongyi,"As a timely commemoration, the day will stress the need for strong, equitable and resilient health systems and universal health coverage as we put in place sustainable plans to recover and rebuild from the pandemic. The theme, “Health for all: Protect Everyone,” will focus on the fundamental need to ensure that everyone, everywhere, must access quality essential health services without suffering financial hardship. This year, in the context of COVID-19, the theme will be, “Health for all: protect everyone.”","1, 2, 3",1,6178,,Health care and social assistance,
International Migrants Day,5,0,,,https://www.iom.int/international-migrants-day-2021,Add by Hongyi,"The UN Migration Agency says that the COVID-19 crisis is an opportunity to understand the power of human mobility and reimagine it for the benefit of all while advancing our commitment to leave no one behind. To be commemorated under the theme, “Reimagining Human Mobility,” the day will highlight the roles migrants, governments, UN agencies and civil society play in protecting vulnerable communities.","1, 8, 10, 11",1,6179,,Public administration and safety,
International Human Solidarity Day,5,0,,,https://www.un.org/en/observances/human-solidarity-day,Add by Hongyi,"The United Nations believes that the day is not only to celebrate our diversity but also a time to remind governments of their commitments to international agreements and promise to meet the Sustainable Development Goals by 2030, including the fundamental goal of eradicating poverty. As the last international day of the year to be observed by the United Nations, it also sends a remarkable message of hope and solidarity as we step into 2021.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16",1,6180,,Apply to all organizations,
Internet Governance Forum,5,0,,,https://trello.com/b/IGi07GUq/internet-governance-forum-2020,Add by Hongyi,"The 15h annual meeting of the Internet Governance Forum takes place virtually until 17 November under the overarching theme: Internet for human resilience and solidarity. It brings together the premier ‎UN-hosted annual event will bring together over five thousand experts, leaders and ‎representatives from all sectors to discuss the impact of the Internet on ‎our lives within four key thematic tracks - data, environment, inclusion and trust.‎","9, 14, 15, 17",1,6181,,Public administration and safety;Information media and telecommunications,
Event - Spotlight: Climate Financing for Farmers,5,0,,,https://www.ifad.org/en/web/latest/-/event/spotlight-climate-finance-for-farmers,Add by Hongyi,"The event, organized by the International Fund for Agricultural Development and Devex, will shed light on the needs of small-scale farmers in the face of climate change, presenting key findings from a new joint report on climate financing for farmers.","1, 6, 7, 8, 13, ",1,6182,,Financial and insurance services,
World Toilet Day,5,0,,,https://www.worldtoiletday.info/,Add by Hongyi,An estimated 4.2 billion people or about 54 per cent of the world’s population lives without access to safely managed sanitation that includes proper disposal and treatment of waste. UN Water will mark the Day highlighting the importance of sustainable sanitation systems - critical to withstand climate change and disasters as well as transform waste into elements that can boost agriculture and produce greener energy.,"3, 6",1,6183,,Construction,
World Children’s Day,5,0,,,https://www.un.org/en/observances/world-childrens-day,Add by Hongyi,"World Children's Day offers each of us an inspirational entry-point to advocate, promote and celebrate children's rights, translating into dialogues and actions that will build a better world for children.","1, 3, 4, 5, 8, 10",1,6184,,Public administration and safety,
International Day for the Elimination of Violence against Women & 16 Days of Activism against Gender-Based Violence,5,0,,,https://www.unwomen.org/en/what-we-do/ending-violence-against-women/take-action/16-days-of-activism,Add by Hongyi,"As the world retreated inside homes due to the lockdown measures introduced to curb the COVID-19 pandemic, reports show an alarming increase in the already existing pandemic of violence against women, says UN Women, as it gears up to mark this year’s International Day for the Elimination of Violence against Women and the start of the 16 Days of Activism against Gender-Based Violence (25 to 10 December – Human Rights Day).","5, 10",1,6185,,Apply to all organizations,1
International Day of Rural Women,5,0,,,https://www.un.org/en/observances/rural-women-day,Add by Hongyi,"The International Day of Rural Women recognizes the crucial role that women and girls play in ensuring the sustainability of rural households and communities, improving rural livelihoods and overall wellbeing. Women account for a substantial proportion of the agricultural labour force, including informal work, and perform the bulk of unpaid care and domestic work within families and households in rural areas.","4, 5, 1, 10, 16, ",1,6186,,Public administration and safety,
International Day for the Eradication of Poverty,5,0,,,https://www.un.org/en/observances/day-for-eradicating-poverty,Add by Hongyi,"The theme for the Day, “Acting together to achieve social and environmental justice for all,” highlights the growing recognition of the multi-dimensionality of poverty. While progress has been made in addressing income poverty, there has been less success in addressing the other important dimensions of poverty, including the rapidly growing impact of the environment, within a more holistic approach.",1,1,6187,,Public administration and safety,
World Statistics Day,5,0,,,https://worldstatisticsday.org/,Add by Hongyi,"World Statistics Day will be marked with the theme “Connecting the world with data we can trust,” reflecting on the importance of trust, authoritative data, innovation and the public good in national statistical systems. It takes place during the UN World Data Forum, where the global community of data experts and users will come together (19-21 October) to identify innovative solutions for better data and intensify cooperation on data for sustainable development. On World Statistics Day, the UN will also launch “The World’s Women 2020” report, a comprehensive look at the latest data on gender at the global and regional levels.",17,1,6188,,Information media and telecommunications,
SDG Media Zone,5,1,,,https://www.un.org/en/sdgmediazone,Add by Hongyi,"As the world responds and recovers from the COVID-19 crisis, the SDG Media Zone, taking place throughout the high-level period, looks at some of the most defining issues of today—the impact of COVID-19 on people’s lives and livelihoods, the development and availability of vaccine/s against the virus, misinformation and myths about science and medicine, gender equality since the adoption of the landmark Beijing Declaration and the Platform for Action, and the urgent need to protect the world’s diminishing biodiversity."," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,6189,,Information media and telecommunications,
SDG Action Zone,5,1,,,https://sdgactionzone.org/,Add by Hongyi,"About SDG Action Zone: Over the course of three days during the UN General Assembly on 22-24 September, the SDG Action Zone will convene leading thinkers, actors, creators, and activists through frank debate, challenging discussions, inspiring showcases and interactive exhibitions to drive the exponential change so needed for people and our planet."," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,6190,,Information media and telecommunications,
Secretary General’s High-Level Climate Change Roundtable,5,0,,,https://media.un.org/en/webtv/,Add by Hongyi,The Roundtable to be convened by the Secretary-General on September 24th will focus squarely on climate ambition. The purpose of this event is to generate momentum by showcasing very high impact actions and recovery measures that are aligned with the goals of the Paris Agreement or the six climate positive actions of the SG.,"1, 2, 3, 4, 12, 13",1,6191,,Apply to all organizations,
World Humanitarian Day,5,0,,,https://www.unocha.org/events/world-humanitarian-day,Add by Hongyi,"Every World Humanitarian Day, the United Nations celebrates and thanks the people who have committed their lives to helping others. The Day is also an opportunity to reflect on the risks aid workers take in the service of others. On that day 17 years ago, 22 people, including the then UN Special Representative in Iraq, Sergio Vieira de Mello, were killed in a bomb attack targeting the organization’s headquarters in Baghdad.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16",1,6192,,Public administration and safety,
World Environment Day,5,0,,,https://www.un.org/en/observances/environment-day,Add by Hongyi,"The COVID 19 pandemic is a reminder that human health is linked to the planet’s health. Well-balanced ecosystems, rich in biodiversity, are fundamental to human existence - cleaning our air, purifying water, and providing us with food and raw materials. But continued human activity is destroying ecosystems, which can cause disasters and outbreaks of zoonotic diseases like the coronavirus.
This World Environment Day will focus on biodiversity. The UN Environment Programme has launched a campaign called ""Time for Nature"" - a call to action to combat the accelerating species loss and degradation of the natural world.","1, 2, 6, 12, 13, 14, 15, 17",1,6193,,Apply to all organizations,
World Oceans Day,5,0,,,"https://drive.google.com/drive/folders/1f442nngQ57HTPP1KwVglX_riPc1MvYe1
https://www.un.org/en/observances/oceans-day
https://unworldoceansday.org/",Add by Hongyi,"Taking place on Monday, June 8th, the first all-digital iteration of UN
World Oceans Day, in partnership with Oceanic Global, will shed light on innovations from around the globe and provide a platform to thought leaders of varied backgrounds, who are paving new paths forward for the health of our ocean and our planet as a whole.
In this social media toolkit, you will find a variety of assets to amplify the event and support the mission of UN World Oceans Day on your own social networks, along with suggested captions, UN-approved language, and best practices.","1, 2, 6, 12, 13, 14, 15, 17",1,6194,,"Agriculture, forestry and fishing",
United Nations COVID-19 Response Creative Content Hub,5,0,,,https://unitednations.talenthouse.com/,Add by Hongyi,Thousands of creators from around the world generously submitted their work to help communicate important and unifying messages that can combat the spread of COVID-19 and unite the world during this pandemic. The creative work is free to share and available in multiple creative formats and languages.,3,1,6195,,Health care and social assistance,
Rise for All,5,0,,,https://www.un.org/en/coronavirus/women-rise-for-all,Add by Hongyi," #COVID19 is deepening the social and economic inequalities. The Rise for All initiative brings together women leaders in a call for action for people in need, and for a more sustainable, gender-equal, and carbon-neutral path to recovery.","3, 5, 10",1,6196,,Apply to all organizations,
Generation Equality Forum,5,0,,,https://www.unwomen.org/en/get-involved/beijing-plus-25/generation-equality-forum,Add by Hongyi,"The multigenerational campaign, Generation Equality, brings together a new generation of change-makers and activists, and those who have been fighting for decades, to demand a fairer world where all women and girls can live freely and safely with dignity and access to equal opportunities to reach their fullest potential.","5, 10",1,6197,,Apply to all organizations,
The #WithHer campaign,5,0,,,https://spotlightinitiative.org/withher/withher,Add by Hongyi,"The #WithHer campaign raises awareness about gender-based violence and global efforts to address the issue by engaging new audiences to show their support on Twitter, Facebook and Instagram using the hashtag #WithHer.

By shining a light on all forms of violence, including femicide, domestic and family violence, harmful practices, and sexual and economic exploitation, we can help end violence against women by 2030.","5, 10",1,6198,,Apply to all organizations,
World Urban Forum,5,0,,,https://wuf.unhabitat.org/,Add by Hongyi,"Convened by UN-Habitat, the Forum will focus on cultural diversity’s important implications for how urban areas are planned and managed to ensure that everyone living in the city can access its benefits and cultural advantages as well as safeguard its cultural heritage.",11,1,6199,,Public administration and safety,
"Save our Ocean,
Protect our Future",5,0,,,https://www.un.org/en/conferences/ocean2022,Add by Hongyi,"The Ocean Conference, co-hosted by the Governments of Kenya and Portugal, comes at a critical time as the world is seeking to address many of the deep-rooted problems of our societies laid bare by the COVID-19 pandemic and which will require major structural transformations and common shared solutions that are anchored in the SDGs. To mobilize action, the Conference will seek to propel much needed science-based innovative solutions aimed at starting a new chapter of global ocean action.",14,1,6200,,"Agriculture, forestry and fishing",
Social media messages and cards on Goal 5,1,1,,,https://trello.com/c/PKwybrAW,Add by Hongyi,Providing the social media cards and text/messages which can be put on the social media platforms to spread SDG 5 information to the masses,5,0,6207,,,1
"""Global Citizen"" 360 Video",5,1,,,https://www.youtube.com/watch?v=O64mTeeY-Jg,,"Through their innovative 360-degree experiential videos, they bring attention to the world's main global and social issues. For this video, RYOT traveled across the globe to capture social and climate issues. The main objective of the “Global Citizen” video was to introduce the viewer to global issues and encourage people to take action.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,6214,,Information media and telecommunications,
A Journey to the Arctic,5,0,,,https://www.youtube.com/watch?v=HTq7HkixZGc,,"“A Journey to the Arctic” video created by Greenpeace. Greenpeace is a non-governmental organization that is concerned with global issues such as climate change, deforestation, overﬁshing, anti-nuclear and many other environmental problems. In the video, the narrator welcomes the participants to “The Artic Sunrise” Greenpeace ship, which sails through the sea ice to the high Arctic. The narrator states that polar bears live there and that their home is under threat because of global warming. The narrator encourages the viewer to protect the Arctic.","13, 14, 15",1,6215,,"Agriculture, forestry and fishing",
The Source | charity: water VR Video,5,1,,,https://www.youtube.com/watch?v=nlVIsVfWwS4,,Charity Water is a nonproﬁt organization that is fundraising money to provide children with clean water in the areas of the world where it is not easy accessible/ scarce. This video depicts the hardship of not having access to potable water in rural regions of Ethiopia.,6,1,6216,,"Electricity, gas, water and waste services",
